opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
U1BDEL90,Corliss Cosme,Mg Advanced,Betasoloin,Won,2017-04-03,2017-04-10,2794.0
A9C9YCSN,Darcel Schlecht,Mg Special,Rangreen,Won,2017-04-03,2017-04-09,53.0
524GC3WL,Darcel Schlecht,Mg Advanced,Globex Corporation,Won,2017-04-03,2017-04-13,3141.0
T4ZW6SS4,Donn Cantrell,Mg Special,Silis,Lost,2017-04-03,2017-04-15,0.0
FH4VP5CL,Donn Cantrell,Gtx Plus Basic,Bioplex,Won,2017-04-03,2017-06-26,1109.0
K9MMOXUC,Donn Cantrell,Gtx Plus Pro,Iselectrics,Won,2017-04-03,2017-04-14,5691.0
2HS1C21I,Elease Gluck,Gtx Pro,,Engaging,2017-04-03,,
LV5SEMZQ,Elease Gluck,Mg Special,Nam-Zim,Won,2017-04-03,2017-04-07,52.0
50B2JN7F,Gladys Colclough,Mg Special,Hottechi,Lost,2017-04-03,2017-04-10,0.0
JXS3KFKM,Gladys Colclough,Gtx Basic,Betatech,Won,2017-04-03,2017-04-05,532.0
QODSAVWU,Gladys Colclough,Gtx Pro,Isdom,Won,2017-04-03,2017-04-04,5615.0
Q2BB73WT,Hayden Neloms,Gtx Plus Basic,,Engaging,2017-04-03,,
UH3P961U,James Ascencio,Gtx Basic,Goodsilron,Lost,2017-04-03,2017-04-04,0.0
3BQTRX5Y,Kami Bicknell,Gtx Pro,Faxquote,Lost,2017-04-03,2017-05-26,0.0
YTL8VNGT,Kami Bicknell,Gtx Basic,J-Texon,Won,2017-04-03,2017-04-12,565.0
BL4SKUCN,Lajuana Vencill,Gtx Basic,Ron-Tech,Lost,2017-04-03,2017-04-11,0.0
8TRT2HNF,Markita Hansen,Gtx Basic,Green-Plus,Engaging,2017-04-03,,
ZLN48IIP,Markita Hansen,Gtx Basic,Iselectrics,Engaging,2017-04-03,,
W355HYRD,Reed Clapper,Gtx Pro,Gekko & Co,Lost,2017-04-03,2017-04-05,0.0
5UE0TE1R,Reed Clapper,Gtx Pro,Yearin,Won,2017-04-03,2017-04-14,3991.0
RFNRVNXJ,Rosie Papadopoulos,Gtx Pro,Kinnamplus,Won,2017-04-03,2017-05-20,5763.0
UTZDDOU7,Versie Hillebrand,Mg Special,Conecom,Lost,2017-04-03,2017-04-14,0.0
HVT28XPH,Vicki Laflamme,Mg Special,,Engaging,2017-04-03,,
2ZXKC707,Vicki Laflamme,Mg Advanced,Cheers,Lost,2017-04-03,2017-04-11,0.0
VNCFE4LQ,Vicki Laflamme,Gtx Basic,J-Texon,Won,2017-04-03,2017-04-15,456.0
VM0MHPAO,Wilburn Farren,Mg Special,,Engaging,2017-04-03,,
28QWFYSP,Wilburn Farren,Mg Special,Bluth Company,Lost,2017-04-03,2017-04-05,0.0
VIV0OXU6,Anna Snelling,Gtx Basic,Domzoom,Won,2017-04-04,2017-04-11,582.0
KVF0HK8S,Anna Snelling,Mg Special,Domzoom,Won,2017-04-04,2017-04-12,59.0
JLT2LLR3,Boris Faz,Mg Advanced,Donquadtech,Won,2017-04-04,2017-04-09,3259.0
LXZD2PZD,Corliss Cosme,Gtx Plus Pro,,Engaging,2017-04-04,,
2LF1TSPZ,Corliss Cosme,Gtx Basic,Ganjaflex,Lost,2017-04-04,2017-05-10,0.0
FBJHTF91,Corliss Cosme,Gtx Plus Basic,Kan-Code,Lost,2017-04-04,2017-04-11,0.0
Z50GQV8I,Corliss Cosme,Gtx Basic,Vehement Capital Partners,Won,2017-04-04,2017-04-11,593.0
O2CPAAF0,Corliss Cosme,Gtx Pro,Plussunin,Won,2017-04-04,2017-06-26,5197.0
CEOTU8PX,Darcel Schlecht,Gtx Pro,Dambase,Lost,2017-04-04,2017-04-15,0.0
2S3DHZFO,Darcel Schlecht,Gtx Pro,Konmatfix,Lost,2017-04-04,2017-06-21,0.0
ZE1ZKD7Q,Darcel Schlecht,Mg Special,Statholdings,Lost,2017-04-04,2017-04-12,0.0
Y9XOOWHS,Darcel Schlecht,Mg Advanced,Finhigh,Won,2017-04-04,2017-06-18,3031.0
5FIGO7XN,Donn Cantrell,Gtx Pro,Gekko & Co,Lost,2017-04-04,2017-04-15,0.0
EFO8XWXE,Donn Cantrell,Gtx Pro,Zencorporation,Won,2017-04-04,2017-05-25,5244.0
BPOTQCFG,Elease Gluck,Mg Special,,Engaging,2017-04-04,,
62R8ERQ0,Elease Gluck,Mg Special,Green-Plus,Lost,2017-04-04,2017-04-10,0.0
HYCELUAD,Garret Kinder,Gtx Plus Pro,Ontomedia,Won,2017-04-04,2017-06-20,5946.0
MJZP9WYC,Hayden Neloms,Gtx Plus Basic,Golddex,Lost,2017-04-04,2017-04-08,0.0
JNYS6BIJ,James Ascencio,Gtx Plus Pro,Labdrill,Lost,2017-04-04,2017-04-11,0.0
LUT9KYJA,James Ascencio,Gtx Pro,Singletechno,Won,2017-04-04,2017-06-06,4335.0
DIWC1AHU,Jonathan Berthelot,Gtx Plus Pro,Finhigh,Lost,2017-04-04,2017-04-06,0.0
ILYP3YGW,Jonathan Berthelot,Gtx Pro,Konmatfix,Won,2017-04-04,2017-04-06,5063.0
0XC4DR3F,Jonathan Berthelot,Gtx Pro,Streethex,Won,2017-04-04,2017-04-10,5032.0
3ZM8BJQO,Kami Bicknell,Gtx Pro,Labdrill,Won,2017-04-04,2017-05-31,4398.0
AM5J5QPK,Kami Bicknell,Gtx Pro,Scotfind,Won,2017-04-04,2017-04-06,4449.0
DRFUPEOU,Kary Hendrixson,Gtx Plus Pro,Blackzim,Lost,2017-04-04,2017-05-10,0.0
I19TOSXS,Lajuana Vencill,Gtx Basic,Treequote,Lost,2017-04-04,2017-04-06,0.0
DWO4HD34,Lajuana Vencill,Mg Advanced,Isdom,Lost,2017-04-04,2017-04-15,0.0
4YH4JR1Q,Lajuana Vencill,Mg Special,Funholding,Won,2017-04-04,2017-05-31,50.0
XM4VD3NN,Markita Hansen,Gtx Plus Basic,,Engaging,2017-04-04,,
NUA0OE6Z,Markita Hansen,Gtx Basic,Goodsilron,Won,2017-04-04,2017-06-03,605.0
GDOHDB6U,Markita Hansen,Mg Special,Scotfind,Won,2017-04-04,2017-04-08,57.0
I58DG1XE,Markita Hansen,Mg Advanced,Cheers,Won,2017-04-04,2017-06-10,2882.0
YA3O04NX,Marty Freudenburg,Mg Advanced,Gogozoom,Won,2017-04-04,2017-06-05,3011.0
D62905BC,Maureen Marcano,Gtx Plus Pro,,Engaging,2017-04-04,,
C2X9D7JO,Maureen Marcano,Gtx Plus Basic,Rantouch,Won,2017-04-04,2017-04-11,1181.0
SBLP2LJB,Niesha Huffines,Gtx Plus Basic,Betatech,Won,2017-04-04,2017-06-11,1067.0
3CWKBXEN,Reed Clapper,Gtx Basic,Donquadtech,Lost,2017-04-04,2017-04-13,0.0
ZG82F4GH,Reed Clapper,Gtx Basic,Initech,Lost,2017-04-04,2017-04-09,0.0
64KS4KGN,Versie Hillebrand,Mg Special,Isdom,Won,2017-04-04,2017-04-06,54.0
637HKAFD,Zane Levy,Gtx Basic,Plexzap,Won,2017-04-04,2017-06-29,564.0
U9E3G8UT,Anna Snelling,Gtx Plus Basic,Conecom,Lost,2017-04-05,2017-04-06,0.0
FB1AO8SL,Anna Snelling,Mg Special,Betatech,Won,2017-04-05,2017-04-14,57.0
79LGX9EX,Cassey Cress,Gtx Pro,Yearin,Won,2017-04-05,2017-06-30,5558.0
LOAYKUEO,Cecily Lampkin,Gtx Plus Pro,Treequote,Lost,2017-04-05,2017-04-10,0.0
EM4XNIPW,Corliss Cosme,Gtx Basic,Silis,Lost,2017-04-05,2017-04-07,0.0
E6WG7J0I,Corliss Cosme,Gtx Plus Basic,Bubba Gump,Won,2017-04-05,2017-04-10,1083.0
37FL55S0,Darcel Schlecht,Gtx Pro,Treequote,Won,2017-04-05,2017-04-06,5647.0
RSXFS096,Donn Cantrell,Gtx Basic,Zencorporation,Lost,2017-04-05,2017-08-07,0.0
5QSU8PQU,Donn Cantrell,Gtx Pro,Silis,Won,2017-04-05,2017-06-19,4648.0
N58V2ML8,Donn Cantrell,Mg Special,Plussunin,Won,2017-04-05,2017-04-14,50.0
SFI9TVH3,Gladys Colclough,Mg Advanced,Hottechi,Lost,2017-04-05,2017-04-07,0.0
0G65AQVC,James Ascencio,Gtx Basic,Kan-Code,Lost,2017-04-05,2017-05-30,0.0
F91QWQ1G,James Ascencio,Gtx Pro,Singletechno,Lost,2017-04-05,2017-04-07,0.0
XEP9GSSY,Jonathan Berthelot,Gtx Basic,Dambase,Lost,2017-04-05,2017-08-07,0.0
0000I7AO,Jonathan Berthelot,Gtx Basic,Rangreen,Won,2017-04-05,2017-05-12,505.0
A0VM9Q5M,Kary Hendrixson,Gtx Pro,Doncon,Lost,2017-04-05,2017-04-15,0.0
P9SDPJJO,Kary Hendrixson,Gtx Basic,Green-Plus,Won,2017-04-05,2017-04-06,450.0
NW6OPA4M,Kary Hendrixson,Gtx Plus Pro,Blackzim,Won,2017-04-05,2017-05-21,4983.0
ZZQB2NPD,Lajuana Vencill,Gtx Plus Basic,Ron-Tech,Won,2017-04-05,2017-06-19,1140.0
9ILB20UV,Markita Hansen,Mg Special,,Engaging,2017-04-05,,
KG5JIU81,Markita Hansen,Gtx Plus Basic,Faxquote,Lost,2017-04-05,2017-04-07,0.0
4XGA0K6N,Markita Hansen,Mg Advanced,J-Texon,Won,2017-04-05,2017-06-22,3188.0
MV1LBCP5,Reed Clapper,Gtx Basic,Silis,Lost,2017-04-05,2017-04-06,0.0
UIFIWKNI,Reed Clapper,Gtx Plus Basic,Xx-Zobam,Won,2017-04-05,2017-08-02,1091.0
MBGVOGCY,Reed Clapper,Gtx Plus Pro,Bioplex,Won,2017-04-05,2017-04-12,5095.0
2WQ5FUPR,Reed Clapper,Mg Special,Condax,Won,2017-04-05,2017-08-02,51.0
DA6LGJ66,Rosalina Dieter,Mg Special,Green-Plus,Won,2017-04-05,2017-06-19,62.0
OJSYLHMZ,Vicki Laflamme,Gtx Basic,Zoomit,Won,2017-04-05,2017-06-28,550.0
QO6CI3P4,Violet Mclelland,Mg Special,Gekko & Co,Won,2017-04-05,2017-04-07,45.0
PNO7D8PD,Zane Levy,Gtx Basic,,Engaging,2017-04-05,,
HJP5X1MT,Anna Snelling,Gtx Basic,Dontechi,Won,2017-04-06,2017-06-09,527.0
JO4MF90Q,Cassey Cress,Gtx Basic,Kinnamplus,Lost,2017-04-06,2017-04-15,0.0
RX95UPUC,Cassey Cress,Gtx Plus Basic,Xx-Zobam,Lost,2017-04-06,2017-05-30,0.0
2GV66JA7,Daniell Hammack,Mg Advanced,,Engaging,2017-04-06,,
0SMQAD34,Darcel Schlecht,Mg Advanced,Domzoom,Lost,2017-04-06,2017-04-08,0.0
THMEDL51,Darcel Schlecht,Mg Special,Rundofase,Won,2017-04-06,2017-04-14,64.0
94B4785B,Donn Cantrell,Mg Advanced,Plussunin,Won,2017-04-06,2017-04-15,3655.0
AKMV6WN5,Elease Gluck,Gtk 500,,Engaging,2017-04-06,,
HPIKEMB9,Elease Gluck,Mg Special,,Engaging,2017-04-06,,
SLN6HHLD,Gladys Colclough,Mg Special,Bioholding,Lost,2017-04-06,2017-04-16,0.0
MU3PM8ON,Gladys Colclough,Mg Advanced,Rundofase,Lost,2017-04-06,2017-04-13,0.0
U0E0XHK9,Hayden Neloms,Mg Advanced,,Engaging,2017-04-06,,
E6GVZ30Q,James Ascencio,Gtx Basic,Finjob,Won,2017-04-06,2017-05-21,561.0
8254HM4E,Kami Bicknell,Gtx Plus Basic,,Engaging,2017-04-06,,
QVWM8LUB,Kary Hendrixson,Gtx Basic,Hatfan,Lost,2017-04-06,2017-08-06,0.0
7C2HU8OC,Kary Hendrixson,Gtx Plus Basic,Faxquote,Lost,2017-04-06,2017-04-16,0.0
74P8ZFDD,Kary Hendrixson,Gtx Plus Pro,Plexzap,Won,2017-04-06,2017-04-07,6154.0
MB3376Q1,Kary Hendrixson,Gtx Pro,Cheers,Won,2017-04-06,2017-04-12,4756.0
RSAGMF10,Lajuana Vencill,Gtx Basic,Streethex,Lost,2017-04-06,2017-04-14,0.0
3N6VGWVS,Lajuana Vencill,Mg Special,Gogozoom,Won,2017-04-06,2017-05-30,61.0
KG61YJ92,Moses Frase,Gtx Basic,Warephase,Won,2017-04-06,2017-06-24,575.0
Z4A1R9CJ,Moses Frase,Gtx Plus Basic,Finhigh,Won,2017-04-06,2017-05-22,1147.0
I6ZWBDU6,Moses Frase,Mg Advanced,Funholding,Won,2017-04-06,2017-06-12,3161.0
3DB2J8UR,Niesha Huffines,Gtx Basic,Isdom,Lost,2017-04-06,2017-04-16,0.0
6ER2KL7X,Vicki Laflamme,Mg Advanced,Condax,Lost,2017-04-06,2017-04-14,0.0
CBTC7BHL,Vicki Laflamme,Gtx Basic,Scotfind,Won,2017-04-06,2017-05-04,525.0
93JCG10L,Zane Levy,Gtx Pro,Dalttechnology,Won,2017-04-06,2017-04-12,4168.0
X9BUD48V,Anna Snelling,Gtx Basic,Warephase,Won,2017-04-07,2017-04-08,596.0
QCNOCX0P,Boris Faz,Gtx Pro,,Engaging,2017-04-07,,
TQLJOZBP,Boris Faz,Mg Special,Zotware,Won,2017-04-07,2017-04-15,59.0
9IE6GBXM,Cassey Cress,Gtx Pro,Ontomedia,Lost,2017-04-07,2017-05-14,0.0
M9V8824W,Corliss Cosme,Mg Advanced,,Engaging,2017-04-07,,
BG2656VA,Corliss Cosme,Gtx Plus Pro,Konex,Won,2017-04-07,2017-04-15,5684.0
JXBUN5MY,Daniell Hammack,Mg Advanced,Kan-Code,Lost,2017-04-07,2017-04-15,0.0
7TJEHAED,Darcel Schlecht,Gtx Pro,Gogozoom,Won,2017-04-07,2017-04-15,4413.0
QPOE9V6Y,Donn Cantrell,Mg Advanced,Opentech,Lost,2017-04-07,2017-04-17,0.0
ULJM9JGL,Donn Cantrell,Mg Advanced,Vehement Capital Partners,Lost,2017-04-07,2017-04-15,0.0
PYY9M6Q4,Donn Cantrell,Gtx Pro,Mathtouch,Won,2017-04-07,2017-04-13,4152.0
WAF692K8,Elease Gluck,Mg Special,Dalttechnology,Won,2017-04-07,2017-06-24,51.0
0UDLH6I3,Garret Kinder,Gtx Basic,Zathunicon,Lost,2017-04-07,2017-04-15,0.0
WUGE2QUO,Gladys Colclough,Mg Advanced,Toughzap,Lost,2017-04-07,2017-04-18,0.0
XBLA9VO6,James Ascencio,Gtx Plus Basic,Sonron,Won,2017-04-07,2017-05-18,1103.0
QL7H3WQZ,Jonathan Berthelot,Gtx Plus Basic,Warephase,Won,2017-04-07,2017-04-09,1091.0
DXBLA2BS,Jonathan Berthelot,Gtx Plus Basic,Zumgoity,Won,2017-04-07,2017-04-17,1189.0
EYW0QD8A,Jonathan Berthelot,Gtx Pro,Streethex,Won,2017-04-07,2017-06-27,4534.0
NXWNJ7U5,Kami Bicknell,Gtx Basic,Golddex,Lost,2017-04-07,2017-05-12,0.0
8LVFBGN4,Kami Bicknell,Gtx Plus Basic,Konex,Lost,2017-04-07,2017-04-16,0.0
UUGY3W44,Kary Hendrixson,Gtx Basic,,Engaging,2017-04-07,,
BHHDOY2E,Kary Hendrixson,Mg Advanced,,Engaging,2017-04-07,,
SUQNORF2,Lajuana Vencill,Gtx Basic,Codehow,Lost,2017-04-07,2017-04-16,0.0
3M03SX77,Markita Hansen,Gtx Basic,Condax,Won,2017-04-07,2017-04-13,522.0
C7Y0UUIN,Markita Hansen,Gtx Pro,Goodsilron,Won,2017-04-07,2017-05-27,5012.0
DI6H5ERU,Maureen Marcano,Gtx Plus Basic,Rantouch,Won,2017-04-07,2017-04-08,1109.0
SQZ293C0,Moses Frase,Gtx Plus Pro,Genco Pura Olive Oil Company,Won,2017-04-07,2017-04-13,4659.0
2SGRE4VE,Niesha Huffines,Gtx Basic,Cancity,Lost,2017-04-07,2017-04-16,0.0
AMKR98V4,Versie Hillebrand,Gtx Plus Pro,Codehow,Lost,2017-04-07,2017-06-13,0.0
DESFU690,Versie Hillebrand,Gtx Plus Pro,Treequote,Lost,2017-04-07,2017-04-09,0.0
V8HMIE7M,Versie Hillebrand,Mg Special,Konmatfix,Lost,2017-04-07,2017-05-30,0.0
91JBU17E,Versie Hillebrand,Mg Advanced,Rangreen,Lost,2017-04-07,2017-04-12,0.0
XDECB9X2,Vicki Laflamme,Gtx Basic,,Engaging,2017-04-07,,
4MMQZHCK,Vicki Laflamme,Mg Advanced,Konex,Lost,2017-04-07,2017-04-16,0.0
RSKU2ZHM,Zane Levy,Mg Advanced,Finjob,Lost,2017-04-07,2017-04-13,0.0
8LTQ9ESQ,Anna Snelling,Mg Advanced,Dambase,Lost,2017-04-08,2017-04-15,0.0
EBBIJKLT,Anna Snelling,Gtx Plus Basic,Stanredtax,Won,2017-04-08,2017-04-15,1142.0
GL95LARP,Cassey Cress,Gtx Pro,,Engaging,2017-04-08,,
8RIKWACO,Corliss Cosme,Gtx Basic,Zathunicon,Won,2017-04-08,2017-05-27,491.0
FM505XD5,Daniell Hammack,Gtx Plus Pro,Y-Corporation,Engaging,2017-04-08,,
U3394VAL,Darcel Schlecht,Gtx Pro,Finhigh,Lost,2017-04-08,2017-04-18,0.0
G58AHYTW,Darcel Schlecht,Mg Special,Domzoom,Lost,2017-04-08,2017-04-14,0.0
KK7L97V7,Darcel Schlecht,Gtx Pro,Funholding,Won,2017-04-08,2017-04-09,5678.0
GWRPJWRO,Donn Cantrell,Gtx Pro,Bioplex,Lost,2017-04-08,2017-04-16,0.0
GNKFTK7J,Donn Cantrell,Gtx Basic,Sumace,Won,2017-04-08,2017-06-14,547.0
UEL6CAP9,Garret Kinder,Gtx Basic,Umbrella Corporation,Lost,2017-04-08,2017-04-16,0.0
2FEA30KT,Hayden Neloms,Gtx Plus Basic,Singletechno,Won,2017-04-08,2017-05-25,935.0
P2VXL7MO,Hayden Neloms,Gtx Plus Pro,Scotfind,Won,2017-04-08,2017-04-10,4761.0
YT7QY06V,Hayden Neloms,Mg Advanced,Newex,Won,2017-04-08,2017-04-14,3224.0
L66MAMK5,Kami Bicknell,Gtx Basic,Sunnamplex,Won,2017-04-08,2017-04-17,501.0
RGYBSSEK,Lajuana Vencill,Mg Advanced,Statholdings,Won,2017-04-08,2017-04-17,3532.0
J6F10SFK,Markita Hansen,Mg Advanced,,Engaging,2017-04-08,,
5KC9ZGBX,Maureen Marcano,Gtx Pro,Xx-Holding,Won,2017-04-08,2017-04-12,4320.0
AYIPNQFR,Moses Frase,Mg Special,Genco Pura Olive Oil Company,Lost,2017-04-08,2017-04-10,0.0
Q1MP64HG,Reed Clapper,Gtx Plus Basic,Zotware,Won,2017-04-08,2017-06-11,1123.0
XGD6BFD6,Rosie Papadopoulos,Gtx Pro,Xx-Zobam,Won,2017-04-08,2017-04-09,5217.0
1IH166HI,Versie Hillebrand,Mg Special,Codehow,Lost,2017-04-08,2017-05-27,0.0
U4IJO6SL,Vicki Laflamme,Gtx Pro,,Engaging,2017-04-08,,
BK85705L,Vicki Laflamme,Gtx Basic,Labdrill,Won,2017-04-08,2017-06-10,595.0
77MKNCO3,Vicki Laflamme,Gtx Plus Pro,Konex,Won,2017-04-08,2017-04-16,5848.0
OB7TAJOZ,Zane Levy,Gtx Basic,Faxquote,Lost,2017-04-08,2017-04-09,0.0
DU0E2LMZ,Zane Levy,Mg Special,Plexzap,Lost,2017-04-08,2017-04-13,0.0
1B4CL153,Zane Levy,Gtx Plus Pro,Xx-Holding,Won,2017-04-08,2017-04-17,5884.0
93X2W24Q,Anna Snelling,Mg Advanced,Betatech,Won,2017-04-09,2017-06-02,3666.0
U0E9CRX5,Boris Faz,Gtx Basic,Zathunicon,Lost,2017-04-09,2017-04-18,0.0
I7KV29LC,Cassey Cress,Gtx Basic,Konex,Won,2017-04-09,2017-04-20,598.0
NNM6GN1J,Cassey Cress,Mg Advanced,Initech,Won,2017-04-09,2017-04-16,3275.0
D1UDLFVY,Cecily Lampkin,Gtx Basic,Funholding,Lost,2017-04-09,2017-04-10,0.0
M8WP93D4,Cecily Lampkin,Gtx Basic,Isdom,Lost,2017-04-09,2017-04-18,0.0
3GPAFD3X,Cecily Lampkin,Mg Special,Zumgoity,Lost,2017-04-09,2017-04-20,0.0
PVLGUIEN,Corliss Cosme,Mg Advanced,,Engaging,2017-04-09,,
XUQ7RS1Q,Daniell Hammack,Gtx Pro,Betasoloin,Lost,2017-04-09,2017-05-30,0.0
UFGI9P05,Darcel Schlecht,Gtx Pro,Ron-Tech,Won,2017-04-09,2017-04-18,4978.0
RDQZ245F,Elease Gluck,Mg Special,Dalttechnology,Won,2017-04-09,2017-05-29,56.0
JA2CDNVM,Gladys Colclough,Mg Advanced,Inity,Won,2017-04-09,2017-04-14,3077.0
R0XAJA2I,Hayden Neloms,Gtx Plus Basic,Hottechi,Won,2017-04-09,2017-04-17,974.0
BU1B6PHK,Kami Bicknell,Gtx Plus Basic,Cheers,Won,2017-04-09,2017-04-10,915.0
C3918FWQ,Kary Hendrixson,Gtx Plus Basic,Singletechno,Lost,2017-04-09,2017-08-12,0.0
8GBXTWXE,Kary Hendrixson,Mg Advanced,Blackzim,Lost,2017-04-09,2017-04-16,0.0
Z29AX2KB,Kary Hendrixson,Gtx Plus Basic,Condax,Won,2017-04-09,2017-06-20,983.0
E733YMVH,Marty Freudenburg,Gtx Plus Basic,Inity,Won,2017-04-09,2017-04-10,1204.0
Y35ES8UY,Moses Frase,Gtx Plus Pro,Condax,Lost,2017-04-09,2017-04-16,0.0
QDRYCR05,Niesha Huffines,Gtx Plus Basic,Konmatfix,Won,2017-04-09,2017-04-10,970.0
TYWS7KJR,Reed Clapper,Gtx Basic,Betasoloin,Won,2017-04-09,2017-04-16,575.0
X22G55Y5,Rosie Papadopoulos,Gtx Plus Pro,Ganjaflex,Won,2017-04-09,2017-06-18,5986.0
X7FZMKZW,Versie Hillebrand,Gtx Plus Basic,Finhigh,Lost,2017-04-09,2017-04-21,0.0
72WE0PUH,Vicki Laflamme,Mg Special,Rantouch,Won,2017-04-09,2017-06-16,64.0
45B6VA2Y,Violet Mclelland,Mg Special,,Engaging,2017-04-09,,
SKBDCYV5,Zane Levy,Gtx Plus Basic,Zencorporation,Engaging,2017-04-09,,
HLGGWYP1,Zane Levy,Gtx Basic,Scotfind,Lost,2017-04-09,2017-04-15,0.0
RU3OP2BA,Zane Levy,Mg Advanced,J-Texon,Won,2017-04-09,2017-06-26,3070.0
YXOM4S7G,Anna Snelling,Mg Special,Finhigh,Lost,2017-04-10,2017-04-11,0.0
JPH5WS60,Boris Faz,Gtx Basic,Initech,Lost,2017-04-10,2017-04-11,0.0
O1TDG6YN,Cassey Cress,Gtx Plus Basic,Mathtouch,Lost,2017-04-10,2017-04-17,0.0
4INFXLM5,Cecily Lampkin,Mg Special,Rangreen,Lost,2017-04-10,2017-04-20,0.0
LIZMTGH2,Cecily Lampkin,Mg Advanced,Isdom,Won,2017-04-10,2017-04-18,3409.0
04LU4OPA,Daniell Hammack,Gtx Plus Pro,Acme Corporation,Won,2017-04-10,2017-06-11,5721.0
T1I8GE75,Daniell Hammack,Gtx Pro,Ganjaflex,Won,2017-04-10,2017-06-28,5039.0
2HU581DM,Daniell Hammack,Gtx Pro,Xx-Zobam,Won,2017-04-10,2017-04-11,5000.0
75S7S74S,Darcel Schlecht,Gtx Basic,Hottechi,Lost,2017-04-10,2017-04-18,0.0
VTVF5TBV,Darcel Schlecht,Gtx Pro,Codehow,Lost,2017-04-10,2017-04-18,0.0
6AC2ATXU,Darcel Schlecht,Gtx Plus Pro,Gogozoom,Won,2017-04-10,2017-04-16,4955.0
F4J6AVPQ,Darcel Schlecht,Gtx Pro,Condax,Won,2017-04-10,2017-04-17,5065.0
NFTSU7RW,Darcel Schlecht,Gtx Pro,Globex Corporation,Won,2017-04-10,2017-04-17,4343.0
NCUXZU3S,Darcel Schlecht,Gtx Pro,Stanredtax,Won,2017-04-10,2017-04-20,3892.0
YGNVLLUR,Gladys Colclough,Gtx Basic,Warephase,Lost,2017-04-10,2017-04-20,0.0
XQ0N9T87,Hayden Neloms,Mg Advanced,,Engaging,2017-04-10,,
O08NQM1J,James Ascencio,Mg Advanced,Cheers,Lost,2017-04-10,2017-04-11,0.0
5OJ4IRW4,Jonathan Berthelot,Gtx Plus Basic,Conecom,Won,2017-04-10,2017-06-27,1115.0
ZLY8SZXO,Kami Bicknell,Gtx Basic,Kan-Code,Won,2017-04-10,2017-04-16,533.0
DCC85LZO,Kami Bicknell,Gtx Plus Basic,Cheers,Won,2017-04-10,2017-04-13,1290.0
ZVWUL0LL,Kary Hendrixson,Gtx Basic,Hottechi,Lost,2017-04-10,2017-04-12,0.0
4R5LIB5F,Kary Hendrixson,Gtx Plus Basic,Green-Plus,Lost,2017-04-10,2017-06-13,0.0
P010EEZF,Lajuana Vencill,Mg Special,Dontechi,Lost,2017-04-10,2017-04-12,0.0
7AL9GWK6,Lajuana Vencill,Gtx Plus Basic,Codehow,Won,2017-04-10,2017-06-02,1047.0
RHXY2M2W,Lajuana Vencill,Mg Special,Gogozoom,Won,2017-04-10,2017-04-18,47.0
IKU97NEU,Markita Hansen,Mg Advanced,Funholding,Engaging,2017-04-10,,
R7SESFM0,Marty Freudenburg,Gtx Basic,Condax,Lost,2017-04-10,2017-04-21,0.0
X501NN9P,Marty Freudenburg,Gtx Pro,Rangreen,Won,2017-04-10,2017-06-09,4413.0
AUDYTWRK,Maureen Marcano,Gtx Plus Basic,Hottechi,Won,2017-04-10,2017-06-26,950.0
EUKD4Z0V,Reed Clapper,Gtx Pro,Plussunin,Lost,2017-04-10,2017-04-16,0.0
KPUHKYWU,Reed Clapper,Gtx Pro,The New York Inquirer,Won,2017-04-10,2017-04-20,4136.0
B0KF3NFK,Versie Hillebrand,Mg Special,Rundofase,Won,2017-04-10,2017-04-18,62.0
70M5V003,Vicki Laflamme,Mg Special,J-Texon,Lost,2017-04-10,2017-04-18,0.0
456BP2X7,Zane Levy,Mg Advanced,,Engaging,2017-04-10,,
OC66D0JA,Zane Levy,Gtx Basic,Goodsilron,Won,2017-04-10,2017-04-11,467.0
KE7SZLG7,Boris Faz,Gtx Plus Basic,Gekko & Co,Won,2017-04-11,2017-06-11,1075.0
XYZ39YT2,Cecily Lampkin,Mg Special,Betatech,Lost,2017-04-11,2017-04-19,0.0
O4LNS6IC,Daniell Hammack,Mg Special,Ontomedia,Won,2017-04-11,2017-04-13,52.0
UKIM9XIZ,Darcel Schlecht,Gtx Pro,Inity,Lost,2017-04-11,2017-04-19,0.0
5Z0ACVAM,Darcel Schlecht,Gtx Pro,Inity,Lost,2017-04-11,2017-04-12,0.0
DIAR4IM7,Darcel Schlecht,Gtx Pro,Condax,Won,2017-04-11,2017-04-18,4837.0
30YWHJV8,Donn Cantrell,Gtx Plus Basic,Plussunin,Lost,2017-04-11,2017-04-18,0.0
ABXW1X4U,Elease Gluck,Gtx Basic,Faxquote,Lost,2017-04-11,2017-06-22,0.0
SZ1H1L8I,Elease Gluck,Gtx Plus Basic,Xx-Holding,Won,2017-04-11,2017-04-13,1163.0
IR03B656,Gladys Colclough,Gtx Basic,Rundofase,Lost,2017-04-11,2017-04-21,0.0
6NZROTHF,James Ascencio,Gtx Plus Pro,Rantouch,Lost,2017-04-11,2017-06-10,0.0
IFIIB8Y6,Kami Bicknell,Gtx Basic,Konex,Lost,2017-04-11,2017-04-13,0.0
J58BUYQH,Kary Hendrixson,Gtx Plus Basic,,Engaging,2017-04-11,,
R2CS85YJ,Kary Hendrixson,Gtx Basic,Groovestreet,Lost,2017-04-11,2017-04-13,0.0
8EAINY61,Kary Hendrixson,Gtx Basic,Singletechno,Lost,2017-04-11,2017-04-18,0.0
